word;phone_id;phone;f1;f2;point_in_phone;timepoint_in_phone;next_phone;duration
schnitt;2;ʃ;217.93855202960165;1806.1025047720557;1;0;n;0.1399999999999999
schnitt;2;ʃ;1575.9474837083792;1955.4073794403366;2;0.028000000000000025;n;0.1399999999999999
schnitt;2;ʃ;1594.7304174287472;2462.382819350574;3;0.05600000000000005;n;0.1399999999999999
schnitt;2;ʃ;1592.3500986896588;2073.490597518491;4;0.08399999999999985;n;0.1399999999999999
schnitt;2;ʃ;1649.2167006792565;2984.4326015631673;5;0.11199999999999988;n;0.1399999999999999
schnitt;2;ʃ;231.5130609442555;1734.3101676747253;6;0.1399999999999999;n;0.1399999999999999
schnitt;3;n;231.5130609442555;1734.3101676747253;1;0;ɪ;0.06000000000000005
schnitt;3;n;1280.646684826667;2475.5927006238953;2;0.01200000000000001;ɪ;0.06000000000000005
schnitt;3;n;210.9709069871934;1397.8459006896494;3;0.02400000000000002;ɪ;0.06000000000000005
schnitt;3;n;199.57820925502094;1783.5393579858335;4;0.03600000000000003;ɪ;0.06000000000000005
schnitt;3;n;217.67925698276557;1648.891491262953;5;0.04800000000000004;ɪ;0.06000000000000005
schnitt;3;n;238.18565968503557;1688.4759851357303;6;0.06000000000000005;ɪ;0.06000000000000005
schnitt;4;ɪ;238.18565968503557;1688.4759851357303;1;0;t;0.1100000000000001
schnitt;4;ɪ;240.68133530039844;1666.7146022636496;2;0.02200000000000002;t;0.1100000000000001
schnitt;4;ɪ;208.2243960738909;1643.1766429632003;3;0.04400000000000026;t;0.1100000000000001
schnitt;4;ɪ;254.5957886473502;1687.4297745654758;4;0.06600000000000006;t;0.1100000000000001
schnitt;4;ɪ;328.54636577246276;2100.0284133391547;5;0.08799999999999986;t;0.1100000000000001
schnitt;4;ɪ;231.51330134885245;1801.0494275916553;6;0.1100000000000001;t;0.1100000000000001
schnitt;5;t;231.51330134885245;1801.0494275916553;1;0;;0.06000000000000005
schnitt;5;t;180.4516158535876;1725.8338916238051;2;0.01200000000000001;;0.06000000000000005
schnitt;5;t;1749.2414401881213;2864.5675696186213;3;0.02400000000000002;;0.06000000000000005
schnitt;5;t;754.4377336552417;2374.0420369959443;4;0.03600000000000003;;0.06000000000000005
schnitt;5;t;1651.9027926966053;3123.625765730181;5;0.04800000000000004;;0.06000000000000005
schnitt;5;t;1636.6797330218785;3301.1675185655004;6;0.06000000000000005;;0.06000000000000005
schnitte;7;ʃ;1300.2192158727746;1780.2561299765925;1;0;n;0.1299999999999999
schnitte;7;ʃ;1582.228203936907;1950.4685683536159;2;0.0259999999999998;n;0.1299999999999999
schnitte;7;ʃ;1637.2147389520162;2784.541011329461;3;0.052000000000000046;n;0.1299999999999999
schnitte;7;ʃ;1581.3487736030734;2751.431041503427;4;0.07799999999999985;n;0.1299999999999999
schnitte;7;ʃ;1652.673157877055;2674.3788215515283;5;0.10400000000000009;n;0.1299999999999999
schnitte;7;ʃ;673.2578595357869;1681.8098965907861;6;0.1299999999999999;n;0.1299999999999999
schnitte;8;n;673.2578595357869;1681.8098965907861;1;0;ɪ;0.050000000000000266
schnitte;8;n;916.7008922637028;2584.342101571103;2;0.010000000000000231;ɪ;0.050000000000000266
schnitte;8;n;219.5687545657089;1259.0483333096452;3;0.020000000000000018;ɪ;0.050000000000000266
schnitte;8;n;233.68317245191867;1615.177350197102;4;0.03000000000000025;ɪ;0.050000000000000266
schnitte;8;n;225.6029803760792;1614.918699448999;5;0.040000000000000036;ɪ;0.050000000000000266
schnitte;8;n;246.81480186029978;1650.902137128424;6;0.050000000000000266;ɪ;0.050000000000000266
schnitte;9;ɪ;246.81480186029978;1650.902137128424;1;0;tʰ;0.06000000000000005
schnitte;9;ɪ;273.26836803842326;1664.7750167993781;2;0.01200000000000001;tʰ;0.06000000000000005
schnitte;9;ɪ;325.9726272159711;1630.9874194348265;3;0.02400000000000002;tʰ;0.06000000000000005
schnitte;9;ɪ;351.3238246601063;1627.7002809717446;4;0.03600000000000003;tʰ;0.06000000000000005
schnitte;9;ɪ;327.4300477388365;1582.6609764312839;5;0.04800000000000004;tʰ;0.06000000000000005
schnitte;9;ɪ;324.39368707009936;1663.204351853841;6;0.06000000000000005;tʰ;0.06000000000000005
schnitte;10;tʰ;324.39368707009936;1663.204351853841;1;0;ə;0.10000000000000009
schnitte;10;tʰ;319.1868395968443;1673.4856329762836;2;0.020000000000000018;ə;0.10000000000000009
schnitte;10;tʰ;558.9739524452168;1651.4016610790484;3;0.040000000000000036;ə;0.10000000000000009
schnitte;10;tʰ;855.490731786967;2330.6008241545533;4;0.06000000000000005;ə;0.10000000000000009
schnitte;10;tʰ;768.1864320973284;2119.4321052673513;5;0.08000000000000007;ə;0.10000000000000009
schnitte;10;tʰ;195.43085591093842;1623.3679996976448;6;0.10000000000000009;ə;0.10000000000000009
schnitte;11;ə;195.43085591093842;1623.3679996976448;1;0;;0.17999999999999972
schnitte;11;ə;303.8848423627437;1566.0227440607396;2;0.03600000000000003;;0.17999999999999972
schnitte;11;ə;207.17071292010533;1488.2545456286184;3;0.07200000000000006;;0.17999999999999972
schnitte;11;ə;175.11387050487326;1591.5105665641174;4;0.10799999999999965;;0.17999999999999972
schnitte;11;ə;223.25048511015453;1570.0074155628615;5;0.14399999999999968;;0.17999999999999972
schnitte;11;ə;165.24661890407634;1859.6220471663237;6;0.17999999999999972;;0.17999999999999972
mittel;13;m;1247.2534134908194;2111.664498923101;1;0;ɪ;0.10000000000000009
mittel;13;m;276.207938424747;1674.0510435909332;2;0.020000000000000018;ɪ;0.10000000000000009
mittel;13;m;141.36322901701544;1809.8527121084244;3;0.040000000000000036;ɪ;0.10000000000000009
mittel;13;m;193.34714120592008;1309.8123150036529;4;0.06000000000000005;ɪ;0.10000000000000009
mittel;13;m;191.85240908373046;1279.940207497928;5;0.08000000000000007;ɪ;0.10000000000000009
mittel;13;m;236.38086814708734;1701.7319241216258;6;0.10000000000000009;ɪ;0.10000000000000009
mittel;14;ɪ;236.38086814708734;1701.7319241216258;1;0;tʰ;0.06000000000000005
mittel;14;ɪ;215.5173832240729;1717.0345607101492;2;0.01200000000000001;tʰ;0.06000000000000005
mittel;14;ɪ;217.31805590369302;1737.0477861801899;3;0.02400000000000002;tʰ;0.06000000000000005
mittel;14;ɪ;174.50997220715797;1699.9093689951633;4;0.03600000000000003;tʰ;0.06000000000000005
mittel;14;ɪ;180.36889896226393;1733.5809096347953;5;0.04800000000000004;tʰ;0.06000000000000005
mittel;14;ɪ;197.24947723386657;1764.733366001307;6;0.06000000000000005;tʰ;0.06000000000000005
mittel;15;tʰ;197.24947723386657;1764.733366001307;1;0;l̩;0.08999999999999986
mittel;15;tʰ;178.3295698274816;1864.7027690670736;2;0.017999999999999794;l̩;0.08999999999999986
mittel;15;tʰ;152.92278315521304;1746.3719979246027;3;0.03600000000000003;l̩;0.08999999999999986
mittel;15;tʰ;1727.0338477150387;2557.6306619614716;4;0.053999999999999826;l̩;0.08999999999999986
mittel;15;tʰ;1849.9394199502317;2744.8586996217837;5;0.07200000000000006;l̩;0.08999999999999986
mittel;15;tʰ;186.2282808875448;1692.3021847245748;6;0.08999999999999986;l̩;0.08999999999999986
mittel;16;l̩;186.2282808875448;1692.3021847245748;1;0;;0.2100000000000004
mittel;16;l̩;321.12431426905556;1619.010065312513;2;0.04200000000000026;;0.2100000000000004
mittel;16;l̩;367.1764649871424;1639.5469621270142;3;0.08400000000000007;;0.2100000000000004
mittel;16;l̩;169.9511211589883;1647.8725510078893;4;0.12600000000000033;;0.2100000000000004
mittel;16;l̩;248.91972308609476;1696.5719833552055;5;0.16800000000000015;;0.2100000000000004
mittel;16;l̩;201.90740742615648;1751.0649015652466;6;0.2100000000000004;;0.2100000000000004
gewitter;18;ɡ;882.7347557558018;2022.5562164562566;1;0;ə;0.05999999999999961
gewitter;18;ɡ;232.83036879308838;1789.9030352656985;2;0.011999999999999567;ə;0.05999999999999961
gewitter;18;ɡ;871.2552523737381;2217.896129614887;3;0.02400000000000002;ə;0.05999999999999961
gewitter;18;ɡ;1117.008173752067;1873.7315412405565;4;0.03599999999999959;ə;0.05999999999999961
gewitter;18;ɡ;696.8897338680846;1869.2384282692428;5;0.04800000000000004;ə;0.05999999999999961
gewitter;18;ɡ;242.32700706947514;1890.6150917250266;6;0.05999999999999961;ə;0.05999999999999961
gewitter;19;ə;242.32700706947514;1890.6150917250266;1;0;v;0.05000000000000071
gewitter;19;ə;250.59282367622518;1818.6231385892283;2;0.009999999999999787;v;0.05000000000000071
gewitter;19;ə;289.58242257093235;1710.030752500251;3;0.020000000000000462;v;0.05000000000000071
gewitter;19;ə;286.9076203380091;1628.5135343325187;4;0.03000000000000025;v;0.05000000000000071
gewitter;19;ə;308.68957186911916;1532.4470289325577;5;0.040000000000000924;v;0.05000000000000071
gewitter;19;ə;323.40576161268814;1646.7038991293907;6;0.05000000000000071;v;0.05000000000000071
gewitter;20;v;323.40576161268814;1646.7038991293907;1;0;ɪ;0.0699999999999994
gewitter;20;v;278.4376108933204;1692.5275201187362;2;0.014000000000000234;ɪ;0.0699999999999994
gewitter;20;v;305.93342782548785;1645.8714104254193;3;0.02799999999999958;ɪ;0.0699999999999994
gewitter;20;v;252.70892118900252;1695.9003474344315;4;0.041999999999999815;ɪ;0.0699999999999994
gewitter;20;v;281.13499767894297;1673.190996257322;5;0.05599999999999916;ɪ;0.0699999999999994
gewitter;20;v;296.0844941729226;1662.5293351362552;6;0.0699999999999994;ɪ;0.0699999999999994
gewitter;21;ɪ;296.0844941729226;1662.5293351362552;1;0;tʰ;0.0600000000000005
gewitter;21;ɪ;312.49111640421415;1704.6237292792587;2;0.012000000000000455;tʰ;0.0600000000000005
gewitter;21;ɪ;302.6524753815963;1732.6910776424347;3;0.02400000000000002;tʰ;0.0600000000000005
gewitter;21;ɪ;276.66743517895867;1687.3371532365784;4;0.036000000000000476;tʰ;0.0600000000000005
gewitter;21;ɪ;239.81646826521012;1623.7660219678523;5;0.04800000000000004;tʰ;0.0600000000000005
gewitter;21;ɪ;270.6203662925286;1669.2875196451625;6;0.0600000000000005;tʰ;0.0600000000000005
gewitter;22;tʰ;270.6203662925286;1669.2875196451625;1;0;ɐ;0.08999999999999986
gewitter;22;tʰ;311.15685897736586;2173.083985207306;2;0.017999999999999794;ɐ;0.08999999999999986
gewitter;22;tʰ;156.27837162088932;1730.7261498791424;3;0.03599999999999959;ɐ;0.08999999999999986
gewitter;22;tʰ;1594.6474440159084;3100.647388050485;4;0.05400000000000027;ɐ;0.08999999999999986
gewitter;22;tʰ;1574.4386375446818;2546.8814938846426;5;0.07200000000000006;ɐ;0.08999999999999986
gewitter;22;tʰ;214.20633113133078;1487.9776409982228;6;0.08999999999999986;ɐ;0.08999999999999986
gewitter;23;ɐ;214.20633113133078;1487.9776409982228;1;0;;0.21999999999999975
gewitter;23;ɐ;552.7563162221666;1847.862788899991;2;0.043999999999999595;;0.21999999999999975
gewitter;23;ɐ;450.5583140918528;1263.9110305091283;3;0.08800000000000008;;0.21999999999999975
gewitter;23;ɐ;94.72747722430627;1210.0379877710843;4;0.13199999999999967;;0.21999999999999975
gewitter;23;ɐ;107.89383650717248;1284.6430104819503;5;0.17600000000000016;;0.21999999999999975
gewitter;23;ɐ;1568.3384178054216;2889.699671471304;6;0.21999999999999975;;0.21999999999999975
atlantik;25;a;1436.4724517818217;2578.9327385086167;1;0;t;0.08999999999999986
atlantik;25;a;736.5284897406393;2059.4489233957597;2;0.017999999999999794;t;0.08999999999999986
atlantik;25;a;680.4432497197889;1260.2882935302719;3;0.03599999999999959;t;0.08999999999999986
atlantik;25;a;620.4806115298824;1287.514396294386;4;0.05400000000000027;t;0.08999999999999986
atlantik;25;a;566.6049384420451;1359.457154968188;5;0.07200000000000006;t;0.08999999999999986
atlantik;25;a;505.5691235942858;1372.1271345795806;6;0.08999999999999986;t;0.08999999999999986
atlantik;26;t;505.5691235942858;1372.1271345795806;1;0;l;0.07000000000000028
atlantik;26;t;623.5047144255764;1280.4107869656923;2;0.014000000000000234;l;0.07000000000000028
atlantik;26;t;475.954612424561;1209.090984657255;3;0.02800000000000047;l;0.07000000000000028
atlantik;26;t;531.2106614210405;1691.3114620265849;4;0.041999999999999815;l;0.07000000000000028
atlantik;26;t;700.6378654774901;2033.2975943592705;5;0.05600000000000005;l;0.07000000000000028
atlantik;26;t;225.1799183878944;1824.5737562171935;6;0.07000000000000028;l;0.07000000000000028
atlantik;27;l;225.1799183878944;1824.5737562171935;1;0;a;0.04999999999999982
atlantik;27;l;265.9733565945138;1580.453907344605;2;0.009999999999999787;a;0.04999999999999982
atlantik;27;l;261.5624742624707;1463.3915921174419;3;0.019999999999999574;a;0.04999999999999982
atlantik;27;l;283.4683949750176;1460.3381292140102;4;0.03000000000000025;a;0.04999999999999982
atlantik;27;l;324.9016670910467;1374.789707802134;5;0.040000000000000036;a;0.04999999999999982
atlantik;27;l;556.6598115191658;1424.098060600054;6;0.04999999999999982;a;0.04999999999999982
atlantik;28;a;556.6598115191658;1424.098060600054;1;0;n;0.08000000000000007
atlantik;28;a;614.4309514054258;1359.9253680865002;2;0.016000000000000014;n;0.08000000000000007
atlantik;28;a;645.6073098566993;1283.897905991911;3;0.03200000000000003;n;0.08000000000000007
atlantik;28;a;638.8944955739514;1309.095020751451;4;0.04800000000000004;n;0.08000000000000007
atlantik;28;a;425.8656548451734;1236.6327858030465;5;0.06400000000000006;n;0.08000000000000007
atlantik;28;a;166.04168613934195;1313.7997654419862;6;0.08000000000000007;n;0.08000000000000007
atlantik;29;n;166.04168613934195;1313.7997654419862;1;0;tʰ;0.05999999999999961
atlantik;29;n;149.95445361853382;1260.42556333231;2;0.011999999999999567;tʰ;0.05999999999999961
atlantik;29;n;135.31876887411946;1248.4669085091816;3;0.02400000000000002;tʰ;0.05999999999999961
atlantik;29;n;153.1884016904746;1308.597906122167;4;0.03599999999999959;tʰ;0.05999999999999961
atlantik;29;n;153.86146686181732;1391.3511866800134;5;0.04800000000000004;tʰ;0.05999999999999961
atlantik;29;n;144.49781489997505;1315.9583891140098;6;0.05999999999999961;tʰ;0.05999999999999961
atlantik;30;tʰ;144.49781489997505;1315.9583891140098;1;0;ɪ;0.08000000000000007
atlantik;30;tʰ;419.2046016964565;1552.8494403579573;2;0.016000000000000014;ɪ;0.08000000000000007
atlantik;30;tʰ;159.08633914636948;1670.3883747197717;3;0.03200000000000003;ɪ;0.08000000000000007
atlantik;30;tʰ;120.80590270170075;1679.1301675540356;4;0.04800000000000004;ɪ;0.08000000000000007
atlantik;30;tʰ;150.5791199508903;1688.086759715465;5;0.06400000000000006;ɪ;0.08000000000000007
atlantik;30;tʰ;331.4903110052154;1701.9876360672754;6;0.08000000000000007;ɪ;0.08000000000000007
atlantik;31;ɪ;331.4903110052154;1701.9876360672754;1;0;k;0.08000000000000007
atlantik;31;ɪ;326.96252084180907;1788.7118455121729;2;0.016000000000000014;k;0.08000000000000007
atlantik;31;ɪ;325.9340974833828;1828.096338877869;3;0.03200000000000003;k;0.08000000000000007
atlantik;31;ɪ;324.34865300963486;1857.5452769144413;4;0.04800000000000004;k;0.08000000000000007
atlantik;31;ɪ;340.00045643725457;1935.4320594553544;5;0.06400000000000006;k;0.08000000000000007
atlantik;31;ɪ;275.4547384290349;1949.132893316908;6;0.08000000000000007;k;0.08000000000000007
atlantik;32;k;275.4547384290349;1949.132893316908;1;0;;0.16000000000000014
atlantik;32;k;331.6027757306165;1897.1408822083629;2;0.03200000000000003;;0.16000000000000014
atlantik;32;k;1798.6788887024381;2270.3755514434524;3;0.06400000000000006;;0.16000000000000014
atlantik;32;k;1814.4314916952396;1910.9880183447062;4;0.09600000000000009;;0.16000000000000014
atlantik;32;k;277.6414523986671;1766.100326758795;5;0.1280000000000001;;0.16000000000000014
atlantik;32;k;513.2306787015432;1830.912704684631;6;0.16000000000000014;;0.16000000000000014
technik;34;tʰ;860.4043912527932;2387.327762774069;1;0;ɛ;0.09999999999999964
technik;34;tʰ;1102.7157735652568;2025.2847440312128;2;0.019999999999999574;ɛ;0.09999999999999964
technik;34;tʰ;629.6656597464092;1797.5134431083618;3;0.040000000000000036;ɛ;0.09999999999999964
technik;34;tʰ;670.2663183262626;1800.3391300414744;4;0.05999999999999961;ɛ;0.09999999999999964
technik;34;tʰ;761.9111581670212;1780.5409247054372;5;0.08000000000000007;ɛ;0.09999999999999964
technik;34;tʰ;260.1417439950512;1806.0440034515848;6;0.09999999999999964;ɛ;0.09999999999999964
technik;35;ɛ;260.1417439950512;1806.0440034515848;1;0;ç;0.08000000000000007
technik;35;ɛ;276.6214085752559;1778.3123564593968;2;0.016000000000000014;ç;0.08000000000000007
technik;35;ɛ;305.62325478166076;1794.3694530402245;3;0.03200000000000003;ç;0.08000000000000007
technik;35;ɛ;231.7319090886437;1820.0535328994706;4;0.04800000000000004;ç;0.08000000000000007
technik;35;ɛ;183.50235166749292;1880.635611341372;5;0.06400000000000006;ç;0.08000000000000007
technik;35;ɛ;170.3803355193038;1880.4595861186933;6;0.08000000000000007;ç;0.08000000000000007
technik;36;ç;170.3803355193038;1880.4595861186933;1;0;n;0.11000000000000032
technik;36;ç;168.5543258508046;1865.6130658657537;2;0.02200000000000024;n;0.11000000000000032
technik;36;ç;156.96854824749974;1919.5793537611792;3;0.04400000000000048;n;0.11000000000000032
technik;36;ç;157.6449129595326;1948.8419027220361;4;0.06599999999999984;n;0.11000000000000032
technik;36;ç;169.66225186387726;1933.2373223912045;5;0.08800000000000008;n;0.11000000000000032
technik;36;ç;168.09132452602037;1862.5409524598965;6;0.11000000000000032;n;0.11000000000000032
technik;37;n;168.09132452602037;1862.5409524598965;1;0;ɪ;0.040000000000000036
technik;37;n;233.2392146292518;2029.9284607610884;2;0.008000000000000007;ɪ;0.040000000000000036
technik;37;n;279.8854006569695;1556.3123124614135;3;0.016000000000000014;ɪ;0.040000000000000036
technik;37;n;211.40985834906914;1536.38094688871;4;0.02400000000000002;ɪ;0.040000000000000036
technik;37;n;245.6824299932745;1708.059219235027;5;0.03200000000000003;ɪ;0.040000000000000036
technik;37;n;289.3168967100619;1726.1322900756556;6;0.040000000000000036;ɪ;0.040000000000000036
technik;38;ɪ;289.3168967100619;1726.1322900756556;1;0;k;0.08999999999999986
technik;38;ɪ;308.94416416325345;1801.2187891325657;2;0.017999999999999794;k;0.08999999999999986
technik;38;ɪ;306.48166677003036;1839.0570513643856;3;0.03599999999999959;k;0.08999999999999986
technik;38;ɪ;252.0263561784884;1957.434954997726;4;0.05400000000000027;k;0.08999999999999986
technik;38;ɪ;314.89797903097724;2016.3052338394216;5;0.07200000000000006;k;0.08999999999999986
technik;38;ɪ;162.60047131523586;1973.3164487590552;6;0.08999999999999986;k;0.08999999999999986
technik;39;k;162.60047131523586;1973.3164487590552;1;0;;0.16999999999999993
technik;39;k;184.9762962089562;1936.9085284030618;2;0.03399999999999981;;0.16999999999999993
technik;39;k;1852.0851824665606;2815.599521250102;3;0.06799999999999962;;0.16999999999999993
technik;39;k;1006.6917367628917;2251.7715323137163;4;0.10200000000000031;;0.16999999999999993
technik;39;k;248.78085023181848;1849.2025678955151;5;0.13600000000000012;;0.16999999999999993
technik;39;k;870.2865915612571;1889.0961243701502;6;0.16999999999999993;;0.16999999999999993
graphik;41;ɡ;994.2126149684362;1924.2444563061458;1;0;ʁ;0.05000000000000071
graphik;41;ɡ;175.6669800688631;1796.276769733277;2;0.009999999999999787;ʁ;0.05000000000000071
graphik;41;ɡ;810.8782449633351;2195.8032279312124;3;0.020000000000000462;ʁ;0.05000000000000071
graphik;41;ɡ;1290.1168503931187;1845.0384653869742;4;0.03000000000000025;ʁ;0.05000000000000071
graphik;41;ɡ;1031.5455268341643;2046.2428907088674;5;0.040000000000000924;ʁ;0.05000000000000071
graphik;41;ɡ;1693.4303866038897;1882.312630273983;6;0.05000000000000071;ʁ;0.05000000000000071
graphik;42;ʁ;1693.4303866038897;1882.312630273983;1;0;a;0.04999999999999982
graphik;42;ʁ;1679.606087608894;2295.2472488055428;2;0.009999999999999787;a;0.04999999999999982
graphik;42;ʁ;1627.1903972294174;1694.7738492858678;3;0.019999999999999574;a;0.04999999999999982
graphik;42;ʁ;1062.9386493408513;2414.8043013293045;4;0.03000000000000025;a;0.04999999999999982
graphik;42;ʁ;468.6016560815666;1572.836020820512;5;0.040000000000000036;a;0.04999999999999982
graphik;42;ʁ;520.2240468693926;1483.4389208539326;6;0.04999999999999982;a;0.04999999999999982
graphik;43;a;520.2240468693926;1483.4389208539326;1;0;f;0.16999999999999993
graphik;43;a;629.2714035983952;1279.9081206630976;2;0.03399999999999981;f;0.16999999999999993
graphik;43;a;682.1755858835874;1202.4027155970812;3;0.06799999999999962;f;0.16999999999999993
graphik;43;a;616.7513111397658;1156.0043131729235;4;0.10200000000000031;f;0.16999999999999993
graphik;43;a;1044.6181042509013;1355.2111547737081;5;0.13600000000000012;f;0.16999999999999993
graphik;43;a;1143.270016807539;2501.7292611035937;6;0.16999999999999993;f;0.16999999999999993
graphik;44;f;1143.270016807539;2501.7292611035937;1;0;ɪ;0.1200000000000001
graphik;44;f;1298.3005454362574;2731.8295749680806;2;0.02400000000000002;ɪ;0.1200000000000001
graphik;44;f;1403.4500968809045;2420.3962062170067;3;0.04800000000000004;ɪ;0.1200000000000001
graphik;44;f;1481.6853704994903;1673.3047610803171;4;0.07200000000000006;ɪ;0.1200000000000001
graphik;44;f;1463.310318453327;1688.520018453947;5;0.09600000000000009;ɪ;0.1200000000000001
graphik;44;f;210.68077286692753;1699.989937470516;6;0.1200000000000001;ɪ;0.1200000000000001
graphik;45;ɪ;210.68077286692753;1699.989937470516;1;0;k;0.09999999999999964
graphik;45;ɪ;324.201253234204;1753.3367185762106;2;0.019999999999999574;k;0.09999999999999964
graphik;45;ɪ;333.46683060672615;1777.7732629699844;3;0.040000000000000036;k;0.09999999999999964
graphik;45;ɪ;316.92799391303157;1833.368069666487;4;0.05999999999999961;k;0.09999999999999964
graphik;45;ɪ;316.5856910043738;1923.7954815205892;5;0.08000000000000007;k;0.09999999999999964
graphik;45;ɪ;353.9275441792693;1859.7488336111394;6;0.09999999999999964;k;0.09999999999999964
graphik;46;k;353.9275441792693;1859.7488336111394;1;0;;0.15000000000000036
graphik;46;k;260.3104172300634;1880.6855045101006;2;0.03000000000000025;;0.15000000000000036
graphik;46;k;294.71139802739884;1816.8904264319847;3;0.0600000000000005;;0.15000000000000036
graphik;46;k;1767.2239810321337;2122.4444470041603;4;0.08999999999999986;;0.15000000000000036
graphik;46;k;1746.943077938059;2476.6362863556333;5;0.1200000000000001;;0.15000000000000036
graphik;46;k;1563.8025231172146;2279.3433432551055;6;0.15000000000000036;;0.15000000000000036
optik;48;ɔ;262.89374546470975;1616.6286440293966;1;0;p;0.16999999999999993
optik;48;ɔ;939.8173545424538;2702.5574807051794;2;0.03399999999999981;p;0.16999999999999993
optik;48;ɔ;425.13951089585663;933.6032619028366;3;0.06799999999999962;p;0.16999999999999993
optik;48;ɔ;517.0560982507799;1536.8635505549992;4;0.10200000000000031;p;0.16999999999999993
