word;phone_id;phone;f1;f2;point_in_phone;timepoint_in_phone;next_phone;duration
blut;2;b;835.2722557952949;2079.0324699375456;1;0;l;0.050000000000000044
blut;2;b;1031.025323972715;2194.6663406205844;2;0.010000000000000009;l;0.050000000000000044
blut;2;b;1200.1331151460963;1961.4620781876097;3;0.020000000000000018;l;0.050000000000000044
blut;2;b;1015.2064498861034;1273.3831263126897;4;0.030000000000000027;l;0.050000000000000044
blut;2;b;842.1072897691057;1355.666131710293;5;0.040000000000000036;l;0.050000000000000044
blut;2;b;424.1677274374432;1569.5509889494174;6;0.050000000000000044;l;0.050000000000000044
blut;3;l;424.1677274374432;1569.5509889494174;1;0;uː;0.040000000000000036
blut;3;l;218.94769999376047;1564.1929390809769;2;0.008000000000000007;uː;0.040000000000000036
blut;3;l;224.13037809030956;1535.3627352858161;3;0.016000000000000014;uː;0.040000000000000036
blut;3;l;256.5582011603119;1486.9031217181835;4;0.02400000000000002;uː;0.040000000000000036
blut;3;l;302.0307518423724;1385.0925111618778;5;0.03200000000000003;uː;0.040000000000000036
blut;3;l;328.70209090475316;1286.4984041597354;6;0.040000000000000036;uː;0.040000000000000036
blut;4;uː;328.70209090475316;1286.4984041597354;1;0;t;0.1200000000000001
blut;4;uː;304.69463715704484;982.1584245603991;2;0.02400000000000002;t;0.1200000000000001
blut;4;uː;282.4053614209779;848.9508415797578;3;0.04800000000000004;t;0.1200000000000001
blut;4;uː;318.79880539131824;943.9590809216878;4;0.07200000000000006;t;0.1200000000000001
blut;4;uː;325.17408094791995;1167.5516505095457;5;0.09600000000000009;t;0.1200000000000001
blut;4;uː;284.6763090037978;1226.3922907757644;6;0.1200000000000001;t;0.1200000000000001
blut;5;t;284.6763090037978;1226.3922907757644;1;0;;0.09999999999999987
blut;5;t;1183.518751352598;1794.49441435195;2;0.020000000000000018;;0.09999999999999987
blut;5;t;1635.2803942288565;2530.108906669465;3;0.040000000000000036;;0.09999999999999987
blut;5;t;361.8078094412411;1550.3706952210346;4;0.05999999999999983;;0.09999999999999987
blut;5;t;421.2354898040539;1417.008141376948;5;0.07999999999999985;;0.09999999999999987
blut;5;t;1451.1535172449462;2355.0149492783326;6;0.09999999999999987;;0.09999999999999987
akut;7;a;1033.0410461014924;1893.69682071322;1;0;kʰ;0.08000000000000007
akut;7;a;662.9859298952639;1503.3688277335857;2;0.016000000000000014;kʰ;0.08000000000000007
akut;7;a;656.3378416260354;1327.1990643191857;3;0.03200000000000003;kʰ;0.08000000000000007
akut;7;a;516.4368076986126;1307.0393465776083;4;0.04800000000000004;kʰ;0.08000000000000007
akut;7;a;442.5832639346798;1325.5499185934432;5;0.06400000000000006;kʰ;0.08000000000000007
akut;7;a;78.11096736894054;1182.69017578199;6;0.08000000000000007;kʰ;0.08000000000000007
akut;8;kʰ;78.11096736894054;1182.69017578199;1;0;uː;0.10999999999999988
akut;8;kʰ;570.3215880551627;1573.1473794918297;2;0.021999999999999797;uː;0.10999999999999988
akut;8;kʰ;831.9871653962762;1146.3617298014105;3;0.04400000000000004;uː;0.10999999999999988
akut;8;kʰ;922.6694526910389;1718.1523291652343;4;0.06599999999999984;uː;0.10999999999999988
akut;8;kʰ;832.108633968513;1253.3005108486213;5;0.08800000000000008;uː;0.10999999999999988
akut;8;kʰ;285.13436299227584;730.860649551717;6;0.10999999999999988;uː;0.10999999999999988
akut;9;uː;285.13436299227584;730.860649551717;1;0;t;0.10000000000000009
akut;9;uː;276.9286252823816;607.3917706629875;2;0.020000000000000018;t;0.10000000000000009
akut;9;uː;267.87621105470686;727.3446705191584;3;0.040000000000000036;t;0.10000000000000009
akut;9;uː;275.56770469840166;871.1592113458604;4;0.06000000000000005;t;0.10000000000000009
akut;9;uː;277.222234412478;1126.6431277321064;5;0.08000000000000007;t;0.10000000000000009
akut;9;uː;244.73547320481725;1220.3277362950653;6;0.10000000000000009;t;0.10000000000000009
akut;10;t;244.73547320481725;1220.3277362950653;1;0;;0.10000000000000009
akut;10;t;249.2704593528397;1638.495342575521;2;0.020000000000000018;;0.10000000000000009
akut;10;t;1621.117026549946;2301.0440786877625;3;0.040000000000000036;;0.10000000000000009
akut;10;t;637.1648971569424;1535.6605304948423;4;0.06000000000000005;;0.10000000000000009
akut;10;t;673.3149897975709;1530.7939741184305;5;0.08000000000000007;;0.10000000000000009
akut;10;t;599.911894014331;1519.076306968955;6;0.10000000000000009;;0.10000000000000009
ute;12;uː;1421.588409242957;2036.989699756725;1;0;tʰ;0.10999999999999988
ute;12;uː;320.35386236329646;1889.9448021641488;2;0.021999999999999797;tʰ;0.10999999999999988
ute;12;uː;259.14905684067793;606.5311018715203;3;0.04400000000000004;tʰ;0.10999999999999988
ute;12;uː;256.69353579913246;785.7139032614326;4;0.06599999999999984;tʰ;0.10999999999999988
ute;12;uː;275.09968438976694;973.986262548387;5;0.08800000000000008;tʰ;0.10999999999999988
ute;12;uː;180.92835927528202;1167.8284699772648;6;0.10999999999999988;tʰ;0.10999999999999988
ute;13;tʰ;180.92835927528202;1167.8284699772648;1;0;ə;0.08000000000000007
ute;13;tʰ;149.9956452847032;1161.1167865518128;2;0.016000000000000014;ə;0.08000000000000007
ute;13;tʰ;845.1733525128683;2051.193236363788;3;0.03200000000000003;ə;0.08000000000000007
ute;13;tʰ;609.9792324184393;1752.736227071375;4;0.04800000000000004;ə;0.08000000000000007
ute;13;tʰ;729.5981230191243;1811.2873870696833;5;0.06400000000000006;ə;0.08000000000000007
ute;13;tʰ;296.96639897413127;1497.6200714130023;6;0.08000000000000007;ə;0.08000000000000007
ute;14;ə;296.96639897413127;1497.6200714130023;1;0;;0.2599999999999998
ute;14;ə;383.08477494347363;1433.067996936502;2;0.052000000000000046;;0.2599999999999998
ute;14;ə;166.93958627013103;1420.1112078363249;3;0.10400000000000009;;0.2599999999999998
ute;14;ə;178.6691086313127;1418.6668360010585;4;0.1559999999999997;;0.2599999999999998
ute;14;ə;644.6445661006317;1409.36175706727;5;0.20799999999999974;;0.2599999999999998
ute;14;ə;1107.2530920725958;1457.5071867613544;6;0.2599999999999998;;0.2599999999999998
mutig;16;m;814.1726802138265;1664.324639109138;1;0;uː;0.08000000000000007
mutig;16;m;902.6167223301437;2228.052745031808;2;0.016000000000000014;uː;0.08000000000000007
mutig;16;m;480.50478882427154;2191.1816755365826;3;0.03200000000000003;uː;0.08000000000000007
mutig;16;m;184.24142803239826;953.078485001525;4;0.04800000000000004;uː;0.08000000000000007
mutig;16;m;246.7174338057391;1867.4693842789459;5;0.06400000000000006;uː;0.08000000000000007
mutig;16;m;291.8272971250647;590.1480081481053;6;0.08000000000000007;uː;0.08000000000000007
mutig;17;uː;291.8272971250647;590.1480081481053;1;0;tʰ;0.08000000000000007
mutig;17;uː;272.39929101560125;661.8935675786577;2;0.016000000000000014;tʰ;0.08000000000000007
mutig;17;uː;278.23657023564846;760.7611344559598;3;0.03200000000000003;tʰ;0.08000000000000007
mutig;17;uː;311.0810466530058;898.2130600035622;4;0.04800000000000004;tʰ;0.08000000000000007
mutig;17;uː;911.6893447373659;1453.6086885928312;5;0.06400000000000006;tʰ;0.08000000000000007
mutig;17;uː;196.77675450743828;1182.6451240274384;6;0.08000000000000007;tʰ;0.08000000000000007
mutig;18;tʰ;196.77675450743828;1182.6451240274384;1;0;ɪ;0.08000000000000007
mutig;18;tʰ;145.43078620024164;1443.2126062001512;2;0.016000000000000014;ɪ;0.08000000000000007
mutig;18;tʰ;891.9934760962401;1680.3801038203694;3;0.03200000000000003;ɪ;0.08000000000000007
